Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2016,THE DWORSKY LAW FIRM,0,0,0,1,54,,IL,NORTHFIELD,60093
2016,THE GRADUATE THEOLOGICAL FOUNDATIO,1,0,0,0,99,,IN,MISHAWAKA,46544
2016,MIDWESTERN METALS INC,1,0,0,0,54,,KS,TOPEKA,66608
2016,SIERRA TRADING POST INC,0,0,1,0,44,,MA,FRAMINGHAM,01701
2016,WESTFORD TAX & FINANCIAL GROUP,0,0,1,0,99,,MA,WESTFORD,01886
2016,JING JIN ELECTRIC NORTH AMERICA IN,1,0,0,0,54,,MI,ROCHESTER,48309
2016,R3D CONSULTING,0,0,0,1,54,,MI,TROY,48084
2016,UNIVERSITY OF NC AT ASHEVILLE,1,0,0,0,61,,NC,ASHEVILLE,28804
2016,ATOM POWER LLC,2,0,0,0,99,,NC,CHARLOTTE,28223
2016,NEW JERUSALEM CHURCH,0,1,0,0,81,,NC,WENDELL,27591
2016,OWEIS ENGINEERING INC,1,0,0,0,54,,NJ,CEDAR KNOLLS,07927
2016,SUPERIOR WINES LLC,0,0,1,0,99,,NJ,CRANFORD,07016
2016,L&T TECH SERVS LTD,1,0,0,0,54,,NJ,EDISON,08817
2016,BINARY SEMANTICS INC,1,0,0,0,54,,NJ,EDISON,08820
2016,ACBB-BITS INC,0,0,1,0,54,,NJ,NEWARK,07102
2016,FOOD & BEVERAGE INC-CHRIS'S COOKIE,0,0,1,0,42,,NJ,TETERBORO,07608
2016,KNOWLEDGEMENT GORUP INC,1,0,1,0,54,,NJ,WARREN,07059
2016,RAM DISTRIBUTION GROUP,0,0,1,0,42,,NY,CEDARHURST,11516
2016,SOURCEMEDIA,1,0,0,0,52,,NY,NEW YORK,10004
2016,MUSE FUTURE TECHNOLOGIES INC,0,1,0,0,51,,NY,NEW YORK,10011
2016,MADSEN CONSULTING ENGINEERING PLLC,0,0,1,0,23,,NY,NEW YORK,10014
2016,YOUNGWOO & ASSOCIATES LLC,1,0,0,0,99,,NY,NEW YORK,10014
2016,PANACHE INTERNATIONAL INC,0,0,0,1,31,,NY,NEW YORK,10018
2016,NONGHYUP BANK D/B/A NH BANK,1,0,0,0,52,,NY,NEW YORK,10019
2016,GOLDEN RAM LLC,1,0,0,0,42,,NY,NEW YORK,10021
2016,KNICKERBOCKER CLOTHING CO LLC,1,0,0,0,31,,NY,RIDGEWOOD,11385
2016,EASTERN BREEZE NAIL & SPA INC,0,0,0,1,81,,NY,WOODBURY,11797
2016,UNIV OF AKRON RESEARCH FDN,0,0,1,0,54,,OH,AKRON,44325
2016,THE E W SCRIPPS COMPANY,0,0,1,0,51,,OH,CINCINNATI,45202
2016,SIAM GARDEN INC,0,0,1,0,72,,OH,TOLEDO,43615
2016,RAVINDER K GAMPA DDS INC DBA SPRIN,0,0,1,0,62,,OH,WEST CARROLLTON,45449
2016,HIGHBROW BUSINESS SOLUTION,1,0,0,0,54,,OH,WORTHINGTON,43085
2016,ONE HEALTH OHIO,1,0,0,0,62,,OH,YOUNGSTOWN,44505
2016,COLEGIO MATER SALVATORIS,0,0,1,0,61,,PR,SAN JUAN,00926
2016,CAREMARK LLC CVS/CAREMARK,0,0,1,0,42,,RI,WOONSOCKET,02895
2016,METHODIST LE BONHEUR HEALTHCAR,1,0,0,0,62,,TN,MEMPHIS,38104
2016,SAI LEELA INC,0,0,0,1,72,,TN,NASHVILLE,37214
2016,STINGRAY WORLDWIDE LLC,1,0,0,0,99,,TX,ADDISON,75001
2016,ASPYR MEDIA INC,0,0,1,0,51,,TX,AUSTIN,78746
2016,CITY OF AUSTIN - AUSTIN ENERGY DEP,0,0,1,0,22,,TX,AUSTIN,78767
2016,TURNER MASON AND COMPANY,0,0,1,0,21,,TX,DALLAS,75201
2016,FORTH WORTH INDEPENDENT SCH DIST,0,0,1,0,61,,TX,FORT WORTH,76107
2016,FASTENER LINK INC,0,0,1,0,42,,TX,HOUSTON,77013
2016,BRILLIANT ENERGY LLC,0,0,0,1,22,,TX,HOUSTON,77042
2016,CLOUD RACK SYSTEMS INC,1,0,0,0,54,,TX,IRVING,75038
2016,AORTA TECH INC,0,0,1,0,54,,TX,IRVING,75039
2016,DNV GL BUS ASSURANCE USA INC FORME,0,0,1,0,99,,TX,KATY,77449
2016,SOFTWARE PROFILES INC,1,0,0,0,99,,TX,KELLER,76248
2016,TERRELL STATE HOSPITAL,1,0,0,0,99,,TX,TERRELL,75160
2016,NAV TECHNOLOGIES INC,1,0,0,0,54,,UT,SOUTH JORDAN,84095
2016,MARY A COREY DVM INC DBA STREAM VA,0,0,1,0,54,,VA,ASHBURN,20148
2016,E NOLIMITS CONSULTING INC,1,0,0,0,54,,VA,MC LEAN,22102
2016,INTRINSYC SOFTWARE USA INC,0,0,1,0,54,,WA,SEATTLE,98101
2016,WEST VIRGINIA UNIV RESEARCH CENTER,1,0,0,0,54,,WV,MORGANTOWN,26506
2016,CAPGEMINI AMERICA INC,0,0,1,0,99,5929,NY,NEW YORK,10022
2016,LL BEAN INC,0,0,2,0,33,6590,ME,FREEPORT,04033
2016,TD BANK NA,4,0,9,0,52,7770,NJ,MOUNT LAUREL,08054
2016,THE MOUNT DESERT IS BIOLOGICAL LAB,1,0,0,0,54,2467,ME,SALSBURY COVE,04672
2016,CENTRAL MAINE MEDICAL CENTER,1,0,0,0,62,1494,ME,LEWISTON,04240
2016,COLBY COLLEGE,5,0,3,0,61,1497,ME,WATERVILLE,04901
2016,EASTERN MAINE MEDICAL CENTER,5,0,17,0,62,1501,ME,BANGOR,04401
2016,EASTERN MAINE MEDICAL CENTER,9,0,1,0,62,1501,ME,BREWER,04412
2016,THE JACKSON LABORATORY,15,0,19,0,54,1513,ME,BAR HARBOR,04609
2016,KENTS HILL SCHOOL,1,0,0,0,61,1532,ME,KENTS HILL,04349
2016,ST MARY S REGIONAL MEDICAL CTR,2,0,0,0,62,1551,ME,LEWISTON,04240
2016,BATES COLLEGE,2,0,0,0,61,1781,ME,LEWISTON,04240
2016,CALAIS REGIONAL HOSPITAL,0,0,1,0,62,1783,ME,CALAIS,04619
2016,MOUNT DESERT ISLAND HOSPITAL,1,0,0,0,62,1797,ME,BAR HARBOR,04609
2016,UNIV OF NEW ENGLAND,3,0,2,0,61,1810,ME,BIDDEFORD,04005
2016,BOWDOIN COLLEGE,0,0,3,0,61,5213,ME,BRUNSWICK,04011
2016,MILLINOCKET REGIONAL HOSPITAL,1,0,2,0,62,3482,ME,MILLINOCKET,04462
2016,THORNTON ACADEMY,0,0,1,0,61,4769,ME,SACO,04072
2016,HEBRON ACADEMY INC,0,0,0,1,61,4898,ME,HEBRON,04238
2016,WRIGHT-PIERCE,1,0,0,0,54,8316,NH,PORTSMOUTH,03801
2016,JOHN HANCOCK LIFE INSURANCE CO USA,0,0,1,0,52,3346,MA,BOSTON,02117
2016,JOHN HANCOCK LIFE INSURANCE CO USA,3,0,16,0,52,3346,MA,BOSTON,02210
2016,MAINE MED CTR,1,0,0,0,54,8552,ME,PORTLAND,04102
2016,MAINE MEDICAL CENTER,3,0,2,0,62,8552,ME,PORTLAND,04102
2016,SEBASTICOOK VALLEY HEALTH,1,0,0,0,62,3628,ME,BREWER,04412
2016,HUSSON UNIVERSITY,1,0,1,0,61,1210,ME,BANGOR,04401
2016,REDINGTON FAIRVIEW GENERAL HOSPITA,3,0,4,0,62,4446,ME,SKOWHEGAN,04976
2016,AVESTING HOUSING DEVELOPMENT CORPO,1,0,0,0,62,5296,ME,PORTLAND,04101
2016,HOSP ADMIN DIST NO 4 DBA MAYO REG,0,0,2,0,62,9670,ME,DOVER FOXCROFT,04426
2016,NEPHROLOGY ASSOCS OF CENTRAL MAINE,0,0,1,0,62,9848,ME,LEWISTON,04240
2016,TELIGENT INC,1,0,4,0,32,5758,NJ,BUENA,08310
2016,THE AROOSTOCK MED CTR,2,0,1,0,62,2148,ME,PRESQUE ISLE,04769
2016,PINES HEALTH SERVICES,2,0,1,0,62,6890,ME,CARIBOU,04736
2016,PENOBSCOT RESPIRATORY,1,0,2,0,62,7467,ME,BANGOR,04401
2016,IDEXX LABORATORIES INC,0,0,11,0,54,3723,ME,WESTBROOK,04092
2016,LANCO ASSEMBLY SYSS DBA LANCO INTE,1,0,0,0,33,4214,ME,WESTBROOK,04092
2016,COMMUNITY CLINICAL SERVICES INC,1,0,0,0,62,9788,ME,LEWISTON,04240
2016,SOUTHERN MAINE COMMUNITY COLLEGE,0,0,1,0,61,6015,ME,SOUTH PORTLAND,04106
2016,H M PAYSON & CO,1,0,0,0,52,0707,ME,PORTLAND,04101
2016,NORBORD PANELS USA INC,0,0,1,0,32,7746,AL,LANETT,36863
2016,CNC SYSTEMS INC,0,0,1,0,33,2845,CA,TUSTIN,92780
2016,STROUDWATER ASSOCIATES,1,0,0,0,54,9937,ME,PORTLAND,04102
2016,CHERRYFIELD FOODS INC,1,0,0,0,11,2554,ME,CHERRYFIELD,04622
2016,BURTS BEES INC,0,0,2,0,32,5375,CA,OAKLAND,94612
2016,MODULA INC,1,0,0,0,33,9341,ME,LEWISTON,04240
2016,PEAR TREE POINT SCHOOL INC,0,0,0,1,61,2921,CT,DARIEN,06820
2016,HYDE SCHOOL AT SOUTH WOODSTOCK INC,1,0,0,0,61,4446,CT,WOODSTOCK,06281
2016,SPECTRUM MEDICAL GROUP PA,1,0,0,0,62,0040,ME,SOUTH PORTLAND,04106
2016,REVITAS INC,0,0,1,0,54,4931,ME,PORTLAND,04101
2016,REVITAS INC,0,0,5,0,54,4931,PA,PHILADELPHIA,19103
2016,TRC ENGINEERS LLC,2,0,0,0,54,6475,MA,BOSTON,02210
2016,WEX INC,0,0,1,0,52,6993,ME,SOUTH PORTLAND,04106
2016,PENOBSTOC BAY PHYSICIANS & ASSOCS,0,0,1,0,62,0517,ME,ROCKPORT,04856
2016,PENOBSCOT VALLEY HOSPITAL,0,0,3,0,62,5327,ME,LINCOLN,04457
2016,MOUNTAIN STATE ROSEN LLC,1,0,0,0,31,8080,NY,BRONX,10474
2016,UTC ASSOCIATES INC,1,0,1,1,54,8464,NY,NEW YORK,10001
2016,UTC ASSOCIATES INC,1,0,0,0,54,8464,NY,NEW YORK,10005
2016,WOOD GROUP MUSTANG INC,0,0,12,0,54,1791,TX,HOUSTON,77084
2016,EVERCORE PARTNERS SVCS EAST LLC,10,0,9,0,52,2543,NY,NEW YORK,10055
2016,BROOKS SCARPA ARCHITECTS INC,0,0,0,1,54,2842,CA,LOS ANGELES,90043
2016,FLORIDA PROTON THERAPY INST INC,0,1,0,0,61,4709,FL,JACKSONVILLE,32206
2016,ARUN MISRA PC,0,1,0,0,54,9575,NY,NEW YORK,10001
2016,THE MINERVINI GROUP LLC,0,0,2,0,54,9726,MI,TRAVERSE CITY,49684
2016,MEENAN & ASSOCIATES LLC,0,0,1,0,54,9735,NY,NEW YORK,10007
2016,ARIZONA PRODUCTION & PACKAGING,1,0,1,0,33,9957,AZ,TEMPE,85283
2016,DONALD LANG ARCHITECTS INC,1,0,0,0,54,0653,MA,WABAN,02468
2016,DURANT DC LLC,0,0,1,0,99,2033,OH,COLUMBUS,43228
2016,SC & ASSOCIATES LLP,1,0,1,0,54,2318,NY,GREAT NECK,11021
2016,WOOD MACKENZIE INC,0,0,2,0,54,4533,MA,CENTERVILLE,02632
2016,WOOD MACKENZIE INC,2,0,0,0,54,4533,TX,HOUSTON,77010
2016,WOOD MACKENZIE INC,1,0,3,1,54,4533,TX,HOUSTON,77057
2016,MYBUYS INC,0,0,6,0,51,5787,MI,ANN ARBOR,48104
2016,MUDO INC,0,0,1,0,44,9932,MA,CAMBRIDGE,02138
2016,HITACHI HIGH TECHNOLOGIES AMERICA,1,0,0,0,54,9971,IL,SCHAUMBURG,60173
2016,TURNING TECHNOLOGIES LLC,0,0,1,0,42,1988,OH,YOUNGSTOWN,44503
2016,CITCO FUND SVCS SAN FRANCISCO INC,1,0,0,0,52,2095,CA,SAN FRANCISCO,94105
2016,DIGITAS INC,4,0,10,0,54,2286,MA,BOSTON,02110
2016,GLOBAL FOOD LLC,1,0,0,0,44,4026,VA,MANASSAS,20109
2016,SUPERBAG OPERATING LTD,0,0,1,0,32,4075,TX,HOUSTON,77041
2016,THE AKSHAYA PATRA FOUNDATION USA,0,2,0,0,81,4950,MA,STONEHAM,02180
2016,LANGUAGE WEAVER INC AN SDL CO,1,0,0,0,54,6868,CA,LOS ANGELES,90045
2016,3SHARP LLC,0,0,2,0,54,8148,WA,REDMOND,98052
2016,INTOUCH TECHNOLOGIES INC DBA INTOU,0,0,3,0,33,8577,CA,GOLETA,93117
2016,KOMPASS INTEGRATED SOLUTIONS INC,1,0,0,0,54,9475,CA,MOUNTAIN VIEW,94043
2016,GLOBAL FORCE USA INC,0,0,1,0,54,9993,TX,HOUSTON,77074
2016,ALICE AND OLIVIA LLC,0,0,1,0,45,0869,NY,NEW YORK,10014
2016,S&S ACADEMIES LLC,0,0,0,1,61,1340,FL,SARASOTA,34237
2016,TRANSCENDENT INTERNATIONAL LLC,1,0,0,0,54,4606,NY,NEW YORK,10017
2016,SYMPHONY TECH GROUP L L C,0,0,1,0,52,6857,CA,PALO ALTO,94304
2016,ALL4 INC,0,0,1,0,54,1714,PA,KIMBERTON,19442
2016,NOBLE COMMUNICATIONS INC,0,0,1,0,44,4004,FL,ORLANDO,32835
2016,COHSHEEN ASSOCIATES LLC,0,0,2,0,54,4641,NJ,ISELIN,08830
2016,GARRISON INSTITUTE,1,0,0,0,54,7067,NY,GARRISON,10524
2016,NT CONSULTING INC,0,0,2,0,54,8939,DE,NEWARK,19711
2016,MEDICAL AYURVEDA REJUVENATION CTR,0,0,1,0,62,3630,CA,NEWPORT BEACH,92660
2016,ASPECT SECURITY INC,0,0,2,0,54,3757,MD,COLUMBIA,21046
2016,SIRI GROUP INC,6,0,0,0,54,9265,PA,KING OF PRUSSIA,19406
2016,INFOWAY CONSULTING,0,0,2,0,54,0596,WA,BELLEVUE,98007
2016,PLANT/ALLISON CORP,0,0,4,0,23,1050,CA,SAN FRANCISCO,94124
2016,INTECH INVESTMENT MANAGEMENT LLC,1,0,0,0,52,4895,FL,WEST PALM BEACH,33401
2016,SUKHMANI CORP DBA WORLDNET CONS SE,0,0,1,0,54,5651,NJ,MOUNT HOLLY,08060
2016,ENERGY RECOVERY INC,1,0,4,0,33,6867,CA,SAN LEANDRO,94577
2016,ZEOMEGA LLC,0,0,1,0,54,0778,TX,PLANO,75024
2016,PRECISION PERSONNEL INC,0,0,1,0,54,2172,FL,CLEARWATER,33755
2016,ASAHI DIAMOND AMERICA INC,0,0,1,0,32,6463,OH,WEST CHESTER,45069
2016,CMAX 2000 INC DBA TRUELOK,0,0,1,0,33,9456,CA,ONTARIO,91761
2016,AURIS LLC,0,0,1,0,51,0970,FL,MIAMI,33131
2016,VINOD GEORGE ABRAHAM CPA PC,0,0,1,0,54,6308,NY,HICKSVILLE,11801
2016,TECHNICAL STRATEGIES INC,7,2,24,3,54,8930,VA,CHANTILLY,20151
2016,KIPP AUSTIN PUBLIC SCHOOLS,0,0,2,0,61,9602,TX,AUSTIN,78724
2016,ENCHOICE INC,0,0,1,0,54,9774,AZ,TEMPE,85284
2016,AVENGER ENGINEERING,0,0,4,0,54,0863,GA,ALPHARETTA,30022
2016,SCARLET INFOTECH INC DBA EXPEDIEN,0,0,3,0,54,1832,TX,HOUSTON,77027
2016,ROADSIDE SYSTEMS INC,0,0,1,0,54,3591,MO,SAINT LOUIS,63143
2016,NEURO-CARE OF VIRGINIA PC,1,0,0,0,62,8639,VA,PRINCE GEORGE,23875
2016,GRANDSTREAM NETWORKS INC,4,0,4,0,33,8916,MA,BOSTON,02215
2016,GRANDSTREAM NETWORKS INC,0,0,1,0,33,8916,MA,BROOKLINE,02446
2016,PERKINS WILL CRA LLC,0,0,1,0,54,4481,CA,SAN FRANCISCO,94105
2016,PERKINS WILL CRA LLC,0,0,1,0,54,4481,TX,DALLAS,75231
2016,TRANSNATIONAL FOODS INC,0,0,1,0,42,4999,FL,MIAMI,33131
2016,ELASTIC PEOPLE CORP,0,0,0,1,51,2211,FL,MIAMI,33137
2016,ALERT LOGIC INC,0,0,2,0,54,3750,TX,HOUSTON,77056
2016,GLOBAL GAMING GROUP INC,0,0,1,0,71,3900,NV,LAS VEGAS,89120
2016,HURON CONSULTING SERVICES LLC,4,1,36,5,54,6453,IL,CHICAGO,60603
2016,HURON CONSULTING SVCS LLC,0,0,2,0,54,6453,IL,CHICAGO,60607
2016,VT SAN ANTONIO AEROSPACE INC,7,1,23,1,48,1036,TX,SAN ANTONIO,78216
2016,CHF INDUSTRIES INC,0,0,1,0,31,1659,NC,CHARLOTTE,28217
2016,CHF INDUSTRIES INC,1,0,0,0,31,4659,NC,CHARLOTTE,28217
2016,FINXERA INC FORMERLY BANCBOX INC,1,0,0,0,54,4752,CA,SAN MATEO,94403
2016,ADVANCED BOTANICAL CONSULTING & TE,1,0,0,0,54,4784,CA,TUSTIN,92780
2016,BIOSCALE INC,0,0,1,0,54,6008,MA,BILLERICA,01821
2016,GREG MATHIS CHARTER HIGH SCHOOL,0,0,1,0,61,6352,SC,NORTH CHARLESTON,29405
2016,RARITAN PHARMACEUTICALS INC,0,0,2,0,32,0942,NJ,EAST BRUNSWICK,08816
2016,OCWEN FINANCIAL CORPORATION,0,0,1,0,52,1100,FL,WEST PALM BEACH,33409
2016,ALLEGIENT LLC,0,0,1,0,54,4862,IN,INDIANAPOLIS,46290
2016,AEROTEK SCIENCTIFIC LLC,3,1,0,0,54,5775,MD,HANOVER,21076
2016,LOCKSTEP SOLUTIONS LLC,0,1,0,0,54,9215,WI,BROOKFIELD,53045
2016,THIRD AVENUE HOLDINGS LLC,0,0,1,0,52,0881,NY,NEW YORK,10017
2016,UNIQUE GIFTS & TS,0,0,1,0,45,6419,TN,GATLINBURG,37738
2016,BAKER CONSULTING GROUP INC,1,0,0,0,54,7611,GA,ALPHARETTA,30023
2016,CLUSTER SYSTEMS LLC,1,0,1,1,54,9211,NJ,HALEDON,07508
2016,CLUSTER SYSTEMS LLC,0,0,0,1,54,9211,NJ,NORTH HALEDON,07508
2016,LOGICBLOX INC,0,0,0,1,54,9318,GA,ATLANTA,30309
2016,INNOVATE INC,0,0,1,0,54,0529,VA,ALEXANDRIA,22301
2016,INNOVATE INC,0,0,1,1,54,0529,VA,ALEXANDRIA,22310
2016,POSITEC TOOL CORPORATION,1,0,0,0,33,3439,NC,CHARLOTTE,28216
2016,DEMOCRACY NOW,0,0,1,0,51,8733,NY,NEW YORK,10001
2016,FIRST COAST NO MORE HOMELESS PETS,0,0,2,0,54,9158,FL,JACKSONVILLE,32208
2016,RUSLAN CONSULTING INC,0,0,0,4,54,0616,NY,BROOKLYN,11214
2016,MASS DENTAL ASSOCIATES,1,0,0,0,62,1055,MA,BOSTON,02109
2016,OXYGEN DEVELOPMENT,1,0,0,0,54,5094,FL,WEST PALM BEACH,33406
2016,TERATHINK CORPORATION,0,0,3,0,54,7106,VA,RESTON,20190
2016,DELASOFT INC,3,2,71,2,54,2358,DE,NEW CASTLE,19720
2016,HEALTHY SMILE FAMILY DENTISTRY P C,0,0,1,0,62,4360,MI,YPSILANTI,48197
2016,AMERICAN PUBLIC UNIVERSITY SYSTEM,0,0,5,0,61,4370,WV,CHARLES TOWN,25414
2016,JEFFERIES INVESTMENT ADVISORS LLC,0,0,3,0,52,4452,NY,NEW YORK,10022
2016,ARMO CONSULTANTS LLC,11,0,8,0,54,7102,NJ,PARSIPPANY,07054
2016,INTEGRATED FLOW SOLUTIONS LLC,0,0,1,0,54,7249,TX,TYLER,75708
2016,MIDWEST QUALITY HOME CARE INC,0,0,1,0,62,9087,MN,MINNEAPOLIS,55404
2016,RELIAS LEARNING,0,0,1,0,61,0157,NC,CARY,27511
2016,BALAJI OF DAYTONA LLC DBA LA QUINT,1,0,0,0,72,0663,FL,DAYTONA BEACH,32118
2016,REED ARCHITECTURAL GROUP INC,2,0,0,0,54,0908,CA,VENICE,90291
2016,JK JEWELRY INC,0,0,1,0,33,0950,NY,ROCHESTER,14623
2016,ARCHERPOINT INC,0,0,1,0,54,3935,GA,LAWRENCEVILLE,30043
2016,SPRING LAKE EQUIPMENT & MINING INC,0,0,1,0,42,3996,FL,HIALEAH,33018
2016,RELTRONICS TECHNOLOGIES INC,0,0,1,0,54,4347,NY,ROCHESTER,14623
2016,AMETRADE INC,1,0,0,0,42,6955,FL,MIAMI,33178
2016,TRUMPF PHOTONICS INC,6,0,1,0,33,7824,NJ,CRANBURY,08512
2016,SHIVAM INFOTECH INC,0,0,9,0,54,0867,NJ,KENDALL PARK,08824
2016,FILECONTROL PARTNERS LTD,0,0,1,0,49,6782,TX,HOUSTON,77002
2016,MFXCHANGE US INC,3,0,0,0,51,8234,NJ,MORRISTOWN,07960
2016,MFXCHANGE US INC,0,0,1,0,52,8234,NJ,MORRISTOWN,07960
2016,MFXCHANGE US INC,0,0,3,1,54,8234,NJ,MORRISTOWN,07960
2016,INSYS THERAPEUTICS INC,3,0,1,0,32,9410,AZ,CHANDLER,85286
2016,DATPRO INC,0,0,1,0,54,1399,CA,UNION CITY,94587
2016,SEJONG LLP,0,0,3,0,54,4454,NJ,FORT LEE,07024
2016,GENERCON CORPORATION,1,0,0,0,44,6101,CA,RANCHO CUCAMONGA,91730
2016,JPAY INC,1,0,0,0,54,6761,FL,HOLLYWOOD,33025
2016,HANOVER DIRECT INC,0,0,1,0,33,7269,NJ,WEEHAWKEN,07086
2016,PRECISION ENGINEERED PRODUCTS LLC,0,0,1,0,33,7398,MA,ATTLEBORO,02703
2016,CVE TECHNOLOGY GROUP INC,3,0,2,0,81,8196,TX,PLANO,75074
2016,RIVERWALK EDUCATION FOUNDATION INC,5,0,4,0,61,8906,TX,SAN ANTONIO,78209
2016,POLK MECHANICAL COMPANY LLC,1,0,0,0,54,9775,TX,GRAND PRAIRIE,75051
2016,CASAMBA INC,1,0,0,0,51,3247,CA,AGOURA HILLS,91301
2016,PFLUGER ASSOCIATES LP,1,0,0,0,54,4100,TX,HOUSTON,77046
2016,APTERA SOFTWARE INC,0,0,1,0,54,7992,IN,FORT WAYNE,46802
2016,"QUINTON V, INC.",0,0,1,0,62,9779,DE,MIDDLETOWN,19709
2016,UCA GRP INC,0,0,1,0,54,0143,IL,ELGIN,60123
2016,LINO INTERNATIONAL INC,1,0,0,0,33,1113,NY,GREAT NECK,11021
2016,UCERTIFY LLC,0,0,1,0,54,3207,CA,PLEASANTON,94588
2016,PRIMEDOC OF RICHMOND PC,1,0,1,0,62,1484,GA,ATLANTA,30328
2016,THE DOUGLAS CENTER,0,0,1,0,62,1831,IL,SKOKIE,60076
2016,IPLANNER INC,5,0,2,0,54,2992,TX,DALLAS,75240
2016,ATHLETES PERFORMANCE LOS ANGELES L,0,0,0,1,71,3014,CA,CARSON,90746
2016,DOMINIQUE LEVY GALLERY LLC,0,0,1,0,45,5714,NY,NEW YORK,10021
2016,MMR RESEARCH WORLDWIDE INC,1,0,0,0,54,8273,NY,NEW YORK,10016
2016,LUMESSE INC,0,0,1,0,51,9774,TX,AUSTIN,78746
2016,INVENSENSE INC,5,0,13,2,33,9977,CA,SAN JOSE,95110
2016,INVENSENSE INC,0,0,1,0,33,9977,NJ,EAST BRUNSWICK,08816
2016,SPECIALTY FOODS DISTRIBUTION INC,0,0,1,0,42,4109,MO,JOPLIN,64801
2016,INTERFYSIO LLC,5,0,4,0,62,4134,NY,NEW YORK,10006
2016,THE RODENBURG GRP INC DBA HIREMATC,0,0,2,0,54,6522,NE,OMAHA,68154
